"","League","Team","Yr","G","W","L","D","G_h1","PA_h1","AB_h1","R_h1","H_h1","X2B_h1","X3B_h1","HR_h1","SB_h1","CS_h1","BBHBP_h1","AVG_h1","OBP_h1","SLG_h1","wOBA_h1","WPA_h1","BABIP_h1","wRC_h1","IP_p1","R_p1","ER_p1","H_p1","X2B_p1","X3B_p1","HR_p1","BBHBP_p1","SO_p1","ERA_p1","FIP_p1","WPA_p1","BABIP_p1","AVG_p1","OBP_p1","SLG_p1","bwRCplus_h","bWAR_h","bFIPplus_p","bWAR_p"
"357","NPB","Nishitet",1968,133,56,74,3,133,4963,4393,464,1043,157,16,110,107,54,440,0.237,0.305,0.356,NA,NA,NA,NA,1194.1,486,421,1064,NA,NA,124,386,687,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","NPB","Osaka Ki",1968,135,57,73,5,135,4911,4424,421,1034,157,19,84,151,64,363,0.234,0.29,0.335,NA,NA,NA,NA,1200.1,491,437,1048,NA,NA,129,424,822,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","NPB","Sankei A",1968,134,64,66,4,134,5017,4479,497,1069,153,24,130,67,55,415,0.239,0.302,0.371,NA,NA,NA,NA,1215.1,497,443,1100,NA,NA,161,387,701,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","NPB","Taiyo Wh",1968,133,59,71,3,133,4868,4418,493,1044,166,23,131,63,48,353,0.236,0.292,0.373,NA,NA,NA,NA,1192,558,491,1178,NA,NA,137,436,756,3.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","NPB","Toei Fly",1968,135,51,79,5,135,4965,4516,472,1119,134,20,118,61,58,344,0.248,0.3,0.365,NA,NA,NA,NA,1198.1,607,529,1188,NA,NA,134,442,666,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","NPB","Tokyo Or",1968,139,67,63,9,139,5289,4794,578,1254,196,19,155,80,52,385,0.262,0.314,0.407,NA,NA,NA,NA,1262.1,553,466,1153,NA,NA,128,416,655,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","NPB","Yomiuri ",1968,134,77,53,4,134,5131,4529,652,1186,189,36,177,133,48,496,0.262,0.332,0.437,NA,NA,NA,NA,1197.2,496,446,1035,NA,NA,161,455,728,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","NPB","Chunichi",1969,130,59,65,6,130,4772,4356,463,1008,163,23,145,56,51,329,0.231,0.284,0.379,NA,NA,NA,NA,1180.1,470,408,1039,NA,NA,152,368,741,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","NPB","Hankyu B",1969,130,76,50,4,130,4762,4302,543,1091,170,14,154,128,34,375,0.254,0.312,0.407,NA,NA,NA,NA,1148.1,463,405,1036,NA,NA,123,335,558,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","NPB","Hanshin ",1969,130,68,59,3,130,4693,4283,402,952,141,14,114,34,45,349,0.222,0.28,0.342,NA,NA,NA,NA,1174,353,314,953,NA,NA,104,318,847,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","NPB","Hiroshim",1969,130,56,70,4,130,4697,4235,414,938,117,6,121,101,53,373,0.221,0.284,0.338,NA,NA,NA,NA,1170.1,483,421,1041,NA,NA,121,334,734,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","NPB","Lotte Or",1969,130,69,54,7,130,4849,4400,555,1146,161,23,142,112,56,339,0.26,0.311,0.404,NA,NA,NA,NA,1170.2,475,405,1034,NA,NA,125,380,685,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","NPB","Nankai H",1969,130,50,76,4,130,4730,4303,409,1035,122,20,85,97,39,330,0.241,0.293,0.337,NA,NA,NA,NA,1153,530,456,1147,NA,NA,145,328,496,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","NPB","Nishitet",1969,131,51,75,5,131,4678,4250,418,957,147,13,119,55,37,338,0.225,0.281,0.35,NA,NA,NA,NA,1155.1,507,436,1072,NA,NA,113,406,604,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","NPB","Osaka Ki",1969,130,73,51,6,130,4751,4261,482,1035,137,27,118,120,50,360,0.243,0.3,0.371,NA,NA,NA,NA,1159.2,418,358,1003,NA,NA,100,337,736,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","NPB","Sankei A",1969,130,58,69,3,130,4811,4304,495,1050,175,9,139,45,42,393,0.244,0.306,0.386,NA,NA,NA,NA,1157.2,569,477,1113,NA,NA,138,403,694,3.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","NPB","Taiyo Wh",1969,130,61,61,8,130,4766,4331,444,1034,175,15,125,39,47,339,0.239,0.292,0.373,NA,NA,NA,NA,1169,470,414,1008,NA,NA,130,415,827,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","NPB","Toei Fly",1969,130,57,70,3,130,4865,4434,488,1125,160,26,116,84,31,334,0.254,0.305,0.38,NA,NA,NA,NA,1165.2,502,434,1097,NA,NA,128,290,688,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","NPB","Yomiuri ",1969,130,73,51,6,130,4995,4425,599,1163,181,15,147,89,45,463,0.263,0.33,0.41,NA,NA,NA,NA,1170.2,472,430,991,NA,NA,146,408,805,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","NPB","Chunichi",1970,130,55,70,5,130,4682,4246,435,994,141,22,118,55,43,330,0.234,0.288,0.361,NA,NA,NA,NA,1159,462,412,1043,NA,NA,112,372,642,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","NPB","Hankyu B",1970,130,64,64,2,130,4826,4275,560,1043,184,14,116,190,54,442,0.244,0.312,0.375,NA,NA,NA,NA,1161.1,511,460,1095,NA,NA,146,391,658,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","NPB","Hanshin ",1970,130,77,49,4,130,4821,4300,435,1053,173,20,110,54,48,379,0.245,0.304,0.371,NA,NA,NA,NA,1177,335,308,896,NA,NA,96,311,878,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","NPB","Hiroshim",1970,130,62,60,8,130,4663,4175,393,945,117,14,108,109,81,398,0.226,0.292,0.339,NA,NA,NA,NA,1155.2,421,385,995,NA,NA,119,295,702,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","NPB","Lotte Or",1970,130,80,47,3,130,4830,4304,599,1132,162,21,166,141,74,396,0.263,0.322,0.426,NA,NA,NA,NA,1158.1,472,415,1016,NA,NA,134,325,717,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","NPB","Nankai H",1970,130,69,57,4,130,4932,4425,589,1127,168,12,147,84,32,435,0.255,0.319,0.398,NA,NA,NA,NA,1161.2,510,443,1038,NA,NA,126,405,593,3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","NPB","Nishitet",1970,130,43,78,9,130,4703,4253,417,956,129,9,137,107,54,358,0.225,0.284,0.356,NA,NA,NA,NA,1149.1,576,526,1095,NA,NA,139,535,633,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","NPB","Osaka Ki",1970,130,65,59,6,130,4716,4233,424,987,154,20,108,152,66,350,0.233,0.29,0.356,NA,NA,NA,NA,1162.2,442,385,985,NA,NA,112,345,700,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","NPB","Taiyo Wh",1970,130,69,57,4,130,4645,4195,436,1011,155,17,106,54,47,314,0.241,0.293,0.362,NA,NA,NA,NA,1155.1,399,353,929,NA,NA,108,335,736,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","NPB","Toei Fly",1970,130,54,70,6,130,4834,4345,521,1100,144,25,147,110,59,387,0.253,0.312,0.399,NA,NA,NA,NA,1154.2,599,536,1116,NA,NA,164,367,665,4.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","NPB","Yakult A",1970,130,33,92,5,130,4641,4214,336,907,130,23,69,62,55,311,0.215,0.268,0.306,NA,NA,NA,NA,1154,552,485,1147,NA,NA,108,458,614,3.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","NPB","Yomiuri ",1970,130,79,47,4,130,4760,4261,499,1023,164,17,131,77,54,403,0.24,0.304,0.379,NA,NA,NA,NA,1173.2,365,321,923,NA,NA,99,364,839,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","NPB","Chunichi",1971,130,65,60,5,130,4700,4218,437,954,146,16,127,104,60,386,0.226,0.29,0.359,NA,NA,NA,NA,1166,425,385,1023,NA,NA,101,380,590,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","NPB","Hankyu B",1971,130,80,39,11,130,4998,4384,669,1195,179,16,166,184,60,504,0.273,0.345,0.434,NA,NA,NA,NA,1167.2,463,412,1021,NA,NA,130,374,630,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","NPB","Hanshin ",1971,130,57,64,9,130,4627,4170,333,919,108,10,101,68,39,349,0.22,0.28,0.324,NA,NA,NA,NA,1157.2,412,355,979,NA,NA,102,365,726,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","NPB","Hiroshim",1971,130,63,61,6,130,4721,4189,422,976,139,10,89,104,58,427,0.233,0.302,0.335,NA,NA,NA,NA,1156,444,399,983,NA,NA,116,338,645,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","NPB","Lotte Or",1971,130,80,46,4,130,4923,4425,654,1194,163,20,193,124,59,408,0.27,0.329,0.447,NA,NA,NA,NA,1168,542,489,1113,NA,NA,161,349,673,3.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","NPB","Nankai H",1971,130,61,65,4,130,4940,4455,614,1157,166,17,156,94,29,412,0.26,0.321,0.41,NA,NA,NA,NA,1154.1,612,548,1158,NA,NA,179,423,517,4.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","NPB","Nishitet",1971,130,38,84,8,130,4737,4295,425,992,153,12,114,113,48,337,0.231,0.285,0.352,NA,NA,NA,NA,1146.2,623,549,1164,NA,NA,161,498,534,4.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","NPB","Osaka Ki",1971,130,65,60,5,130,4675,4209,469,1016,116,13,151,109,80,357,0.241,0.299,0.383,NA,NA,NA,NA,1158.2,481,414,973,NA,NA,120,398,735,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","NPB","Taiyo Wh",1971,130,61,59,10,130,4635,4166,363,898,121,13,82,78,49,340,0.216,0.273,0.31,NA,NA,NA,NA,1178.1,354,303,933,NA,NA,82,386,682,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","NPB","Toei Fly",1971,130,44,74,12,130,4898,4412,477,1065,140,23,131,106,59,389,0.241,0.301,0.373,NA,NA,NA,NA,1172,587,516,1190,NA,NA,160,365,581,3.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","NPB","Yakult A",1971,130,52,72,6,130,4720,4241,427,993,168,22,94,81,58,348,0.234,0.29,0.351,NA,NA,NA,NA,1159.2,451,390,962,NA,NA,112,493,618,3.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","NPB","Yomiuri ",1971,130,70,52,8,130,4885,4261,538,1077,178,25,123,149,62,511,0.253,0.331,0.393,NA,NA,NA,NA,1158,434,378,937,NA,NA,103,409,755,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","NPB","Chunichi",1972,130,67,59,4,130,4740,4256,452,988,140,20,123,55,58,398,0.232,0.296,0.361,NA,NA,NA,NA,1170.1,491,428,1059,NA,NA,146,396,591,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","NPB","Hankyu B",1972,130,80,48,2,130,4923,4275,594,1113,174,27,167,202,72,529,0.26,0.339,0.431,NA,NA,NA,NA,1165,480,413,1078,NA,NA,143,319,571,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","NPB","Hanshin ",1972,130,71,56,3,130,4808,4317,470,1032,168,18,125,45,44,400,0.239,0.302,0.373,NA,NA,NA,NA,1176.2,431,392,1019,NA,NA,106,340,692,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","NPB","Hiroshim",1972,130,49,75,6,130,4939,4372,482,1092,171,9,117,73,55,452,0.25,0.318,0.373,NA,NA,NA,NA,1173.2,522,466,1055,NA,NA,147,415,700,3.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","NPB","Lotte Or",1972,130,47,80,3,130,4902,4414,583,1166,191,17,148,127,60,415,0.264,0.325,0.416,NA,NA,NA,NA,1153,621,581,1197,NA,NA,184,390,542,4.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","NPB","Nankai H",1972,130,65,61,4,130,4849,4357,512,1102,150,16,133,102,29,390,0.253,0.312,0.386,NA,NA,NA,NA,1153.2,511,446,1060,NA,NA,116,520,504,3.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","NPB","Nishitet",1972,130,47,80,3,130,4748,4236,439,1023,157,17,110,97,54,408,0.242,0.306,0.364,NA,NA,NA,NA,1138.2,598,522,1155,NA,NA,140,554,524,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","NPB","Osaka Ki",1972,130,64,60,6,130,4823,4315,486,1071,153,11,123,90,57,376,0.248,0.307,0.374,NA,NA,NA,NA,1165,453,397,1047,NA,NA,113,421,691,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","NPB","Taiyo Wh",1972,130,57,69,4,130,4731,4274,481,1036,150,15,135,44,31,370,0.242,0.301,0.379,NA,NA,NA,NA,1152.1,523,468,1078,NA,NA,128,484,632,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","NPB","Toei Fly",1972,130,63,61,6,130,4913,4330,595,1169,184,16,149,96,57,453,0.27,0.337,0.423,NA,NA,NA,NA,1157.1,546,491,1107,NA,NA,134,367,649,3.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","NPB","Yakult A",1972,130,60,67,3,130,4887,4313,530,1094,196,27,115,102,72,420,0.254,0.318,0.392,NA,NA,NA,NA,1163.1,543,482,1051,NA,NA,126,443,618,3.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","NPB","Yomiuri ",1972,130,74,52,4,130,4931,4311,587,1097,138,17,158,102,48,515,0.254,0.332,0.404,NA,NA,NA,NA,1160.2,492,443,1077,NA,NA,120,477,741,3.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","NPB","Chunichi",1973,130,64,61,5,130,4766,4248,441,1027,152,10,108,82,59,409,0.242,0.307,0.359,NA,NA,NA,NA,1161,433,386,991,NA,NA,115,374,546,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","NPB","Hankyu B",1973,130,77,48,5,130,5075,4382,645,1184,172,27,151,202,63,575,0.27,0.352,0.425,NA,NA,NA,NA,1174,499,430,1122,NA,NA,137,384,572,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","NPB","Hanshin ",1973,130,64,59,7,130,4809,4263,433,998,135,11,115,41,33,421,0.234,0.302,0.352,NA,NA,NA,NA,1173,404,368,1008,NA,NA,100,365,679,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","NPB","Hiroshim",1973,130,60,67,3,130,4723,4198,390,938,135,18,104,59,49,423,0.223,0.293,0.338,NA,NA,NA,NA,1159.1,436,392,1017,NA,NA,122,376,700,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","NPB","Lotte Or",1973,130,70,49,11,130,4847,4305,548,1138,154,25,139,112,81,419,0.264,0.328,0.409,NA,NA,NA,NA,1161,491,443,1032,NA,NA,124,434,645,3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","NPB","Nankai H",1973,130,68,58,4,130,4875,4363,508,1135,155,10,113,103,47,421,0.26,0.323,0.378,NA,NA,NA,NA,1161.2,493,433,1078,NA,NA,114,482,481,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","NPB","Nitaku H",1973,130,55,69,6,130,4903,4325,511,1097,132,10,133,91,54,469,0.254,0.324,0.381,NA,NA,NA,NA,1155.1,563,510,1174,NA,NA,127,432,563,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","NPB","Osaka Ki",1973,130,42,83,5,130,4719,4281,424,1015,138,16,113,77,45,336,0.237,0.291,0.356,NA,NA,NA,NA,1144.2,580,487,1067,NA,NA,127,524,612,3.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","NPB","Taiheiyo",1973,130,59,64,7,130,4816,4224,499,1011,134,18,116,106,60,465,0.239,0.312,0.362,NA,NA,NA,NA,1150,509,458,1107,NA,NA,136,429,492,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","NPB","Taiyo Wh",1973,130,60,64,6,130,4749,4318,423,1049,140,9,125,45,29,336,0.243,0.296,0.366,NA,NA,NA,NA,1165.2,480,428,1052,NA,NA,109,419,599,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","NPB","Yakult A",1973,130,62,65,3,130,4668,4189,377,957,148,16,78,60,61,327,0.228,0.283,0.327,NA,NA,NA,NA,1168.1,406,338,977,NA,NA,96,390,720,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","NPB","Yomiuri ",1973,130,66,60,4,130,4912,4318,565,1094,150,17,149,77,33,471,0.253,0.325,0.399,NA,NA,NA,NA,1150.2,470,416,1018,NA,NA,137,463,768,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","NPB","Chunichi",1974,130,70,49,11,130,4812,4310,561,1137,186,13,150,61,57,394,0.264,0.324,0.417,NA,NA,NA,NA,1154.1,537,481,1076,NA,NA,149,380,633,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","NPB","Hankyu B",1974,130,69,51,10,130,4773,4183,577,1079,172,21,125,228,90,467,0.258,0.33,0.399,NA,NA,NA,NA,1145.2,524,448,1102,NA,NA,119,427,566,3.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","NPB","Hanshin ",1974,130,57,64,9,130,4739,4180,457,992,156,21,136,41,36,455,0.237,0.311,0.382,NA,NA,NA,NA,1140.2,498,437,1086,NA,NA,137,362,662,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","NPB","Hiroshim",1974,128,52,72,4,128,4664,4235,448,1025,146,12,127,49,40,335,0.242,0.296,0.372,NA,NA,NA,NA,1142.1,487,458,1049,NA,NA,139,439,746,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","NPB","Lotte Or",1974,130,69,50,11,130,4814,4290,539,1135,176,38,114,111,59,388,0.265,0.324,0.403,NA,NA,NA,NA,1141.1,462,403,938,NA,NA,111,413,663,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","NPB","Nankai H",1974,130,59,55,16,130,4763,4271,504,1049,175,26,124,111,42,395,0.246,0.307,0.386,NA,NA,NA,NA,1147.1,460,390,989,NA,NA,96,500,565,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","NPB","Nippon H",1974,130,49,75,6,130,4789,4218,472,1039,152,19,96,134,62,432,0.246,0.314,0.36,NA,NA,NA,NA,1141.2,569,521,1093,NA,NA,123,438,600,4.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","NPB","Osaka Ki",1974,130,56,66,8,130,4676,4076,472,937,115,11,131,128,63,495,0.23,0.311,0.36,NA,NA,NA,NA,1135.2,503,458,1053,NA,NA,121,384,535,3.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","NPB","Taiheiyo",1974,130,59,64,7,130,4756,4197,436,988,141,9,90,88,59,440,0.235,0.307,0.338,NA,NA,NA,NA,1146,482,441,1052,NA,NA,110,444,560,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","NPB","Taiyo Wh",1974,130,55,69,6,130,4778,4354,528,1155,149,18,143,76,44,351,0.265,0.319,0.406,NA,NA,NA,NA,1129.1,596,537,1119,NA,NA,157,500,641,4.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","NPB","Yakult S",1974,130,60,63,7,130,4718,4225,453,986,167,17,111,94,61,384,0.233,0.296,0.36,NA,NA,NA,NA,1152,458,402,1016,NA,NA,128,357,646,3.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","NPB","Yomiuri ",1974,130,71,50,9,130,4854,4222,589,1070,157,22,159,64,40,517,0.253,0.332,0.414,NA,NA,NA,NA,1143,460,387,1019,NA,NA,116,398,624,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","NPB","Chunichi",1975,130,69,53,8,130,4809,4324,521,1173,176,17,133,76,60,387,0.271,0.329,0.412,NA,NA,NA,NA,1152.2,466,408,1035,NA,NA,139,340,636,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","NPB","Hankyu B",1975,130,64,59,7,130,4819,4304,541,1105,163,19,143,174,79,438,0.257,0.323,0.403,NA,NA,NA,NA,1147.2,506,445,1085,NA,NA,141,411,536,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","NPB","Hanshin ",1975,130,68,55,7,130,4832,4273,477,1076,151,31,128,31,35,465,0.252,0.323,0.392,NA,NA,NA,NA,1156,487,429,1120,NA,NA,115,348,602,3.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","NPB","Hiroshim",1975,130,72,47,11,130,4723,4281,510,1096,159,15,131,124,53,366,0.256,0.313,0.392,NA,NA,NA,NA,1150.2,421,378,1002,NA,NA,109,397,670,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","NPB","Lotte Or",1975,130,59,65,6,130,4771,4344,514,1124,154,32,108,130,64,318,0.259,0.307,0.384,NA,NA,NA,NA,1139.1,494,422,1015,NA,NA,121,409,601,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","NPB","Nankai H",1975,130,57,65,8,130,4875,4371,524,1074,149,27,102,140,49,422,0.246,0.31,0.362,NA,NA,NA,NA,1165,478,386,1134,NA,NA,85,385,470,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","NPB","Nippon H",1975,130,55,63,12,130,4797,4343,458,1119,139,14,100,81,51,317,0.258,0.306,0.365,NA,NA,NA,NA,1154.1,576,499,1144,NA,NA,122,489,492,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","NPB","Osaka Ki",1975,130,71,50,9,130,4851,4269,498,1050,137,19,115,80,46,456,0.246,0.316,0.368,NA,NA,NA,NA,1159.1,448,398,1041,NA,NA,120,330,461,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","NPB","Taiheiyo",1975,130,58,62,10,130,4914,4367,530,1139,156,14,135,95,61,427,0.261,0.325,0.396,NA,NA,NA,NA,1164.1,563,482,1192,NA,NA,114,354,523,3.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","NPB","Taiyo Wh",1975,130,51,69,10,130,4774,4350,484,1084,146,19,137,78,48,327,0.249,0.301,0.386,NA,NA,NA,NA,1147.1,548,501,1140,NA,NA,138,530,672,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","NPB","Yakult S",1975,130,57,64,9,130,4808,4317,437,1057,152,16,101,69,54,379,0.245,0.304,0.358,NA,NA,NA,NA,1168.2,470,430,1093,NA,NA,122,366,645,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","NPB","Yomiuri ",1975,130,47,76,7,130,4785,4191,473,987,126,18,117,63,38,490,0.236,0.314,0.358,NA,NA,NA,NA,1130.2,510,443,1083,NA,NA,124,433,606,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","NPB","Chunichi",1976,130,54,66,10,130,4842,4382,519,1164,198,17,138,50,43,364,0.266,0.32,0.413,NA,NA,NA,NA,1138.1,610,569,1205,NA,NA,199,397,552,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","NPB","Hankyu B",1976,130,79,45,6,130,4771,4254,546,1091,159,29,139,112,63,417,0.256,0.32,0.406,NA,NA,NA,NA,1149,477,421,1069,NA,NA,115,404,567,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","NPB","Hanshin ",1976,130,72,45,13,130,4792,4251,602,1095,174,22,193,77,38,448,0.258,0.326,0.445,NA,NA,NA,NA,1151.1,500,453,1232,NA,NA,193,319,628,3.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","NPB","Hiroshim",1976,130,61,58,11,130,4824,4322,586,1169,191,24,169,86,55,392,0.27,0.329,0.443,NA,NA,NA,NA,1143.1,565,510,1183,NA,NA,157,408,756,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","NPB","Lotte Or",1976,130,63,56,11,130,4689,4255,476,1097,152,24,99,94,69,321,0.258,0.307,0.375,NA,NA,NA,NA,1138.1,441,374,1061,NA,NA,97,358,663,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","NPB","Nankai H",1976,130,71,56,3,130,4717,4262,489,1102,145,28,97,147,52,362,0.259,0.314,0.374,NA,NA,NA,NA,1139,431,368,1015,NA,NA,95,374,496,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","NPB","Nippon H",1976,130,52,67,11,130,4769,4324,484,1115,163,25,107,80,56,339,0.258,0.31,0.381,NA,NA,NA,NA,1156.1,523,478,1138,NA,NA,129,378,606,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","NPB","Osaka Ki",1976,130,57,66,7,130,4763,4244,457,1040,140,17,102,88,51,412,0.245,0.31,0.358,NA,NA,NA,NA,1145,436,387,1051,NA,NA,116,322,489,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","NPB","Taiheiyo",1976,130,44,76,10,130,4774,4336,450,1122,108,21,115,72,65,319,0.259,0.308,0.373,NA,NA,NA,NA,1146.2,594,520,1233,NA,NA,107,334,471,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","NPB","Taiyo Wh",1976,130,45,78,7,130,4757,4326,482,1108,186,13,172,51,36,332,0.256,0.307,0.424,NA,NA,NA,NA,1131.1,619,559,1132,NA,NA,166,555,671,4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","NPB","Yakult S",1976,130,52,68,10,130,4782,4256,504,1106,163,18,128,41,46,414,0.26,0.324,0.397,NA,NA,NA,NA,1130.2,555,488,1156,NA,NA,156,343,607,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","NPB","Yomiuri ",1976,130,76,45,9,130,5036,4402,661,1232,193,27,167,79,30,505,0.28,0.351,0.45,NA,NA,NA,NA,1145,505,456,1051,NA,NA,144,433,741,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","NPB","Chunichi",1977,130,64,61,5,130,4887,4376,575,1203,165,18,176,69,41,409,0.275,0.335,0.441,NA,NA,NA,NA,1142.1,614,556,1169,NA,NA,195,423,642,4.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
