,Yr,Team,RA/G,W,L,WP,ERA,RA9,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W
0,2020,Fukuoka ,3.33,64,39,.621,3.00,3.37,108,108,105,3,12,29,960.1,771,360,320,77,420,7,933,52,1,21,4028,1.240,7.2,0.7,3.9,8.7,2.22
0,2020,Chiba Lo,4.12,55,49,.529,3.93,4.22,106,106,103,3,6,32,932.1,894,437,407,101,342,12,738,25,2,29,3957,1.326,8.6,1.0,3.3,7.1,2.16
0,2020,Orix Buf,4.17,40,60,.400,4.00,4.27,107,107,105,2,9,17,939.1,850,446,417,105,404,11,831,33,0,21,4005,1.335,8.1,1.0,3.9,8.0,2.06
0,2020,Tohoku R,4.36,50,51,.495,4.21,4.45,107,107,105,2,8,26,941.2,898,466,440,98,359,15,764,45,1,36,4051,1.335,8.6,0.9,3.4,7.3,2.13
0,2020,Hokkaido,4.42,46,56,.451,4.03,4.52,107,107,103,4,4,22,941.1,893,473,421,87,389,18,836,40,0,30,4077,1.362,8.5,0.8,3.7,8.0,2.15
0,2020,Saitama ,4.47,51,51,.500,4.26,4.60,105,105,104,1,7,30,917.0,884,469,434,95,409,5,668,50,1,32,4009,1.410,8.7,0.9,4.0,6.6,1.63
0,2019,Fukuoka ,3.94,76,62,.551,3.63,3.97,143,143,140,3,13,49,1278.0,1114,564,515,137,550,11,1160,67,6,35,5446,1.302,7.8,1.0,3.9,8.2,2.11
0,2019,Tohoku R,4.04,71,68,.511,3.74,4.05,143,143,140,3,6,38,1284.1,1150,578,533,142,459,18,1084,49,3,29,5410,1.253,8.1,1.0,3.2,7.6,2.36
0,2019,Hokkaido,4.10,65,73,.471,3.76,4.17,143,143,142,1,11,36,1265.2,1141,586,529,135,409,19,1046,40,1,46,5287,1.225,8.1,1.0,2.9,7.4,2.56
0,2019,Chiba Lo,4.27,69,70,.496,3.90,4.29,143,143,139,4,9,29,1280.2,1245,611,555,143,485,21,1110,50,2,32,5490,1.351,8.7,1.0,3.4,7.8,2.29
0,2019,Orix Buf,4.45,61,75,.449,4.05,4.47,143,143,138,5,8,38,1283.2,1233,637,578,137,486,28,1092,43,1,39,5490,1.339,8.6,1.0,3.4,7.7,2.25
0,2019,Saitama ,4.86,80,62,.563,4.35,4.88,143,143,140,3,8,35,1281.2,1313,695,620,143,509,10,875,93,5,56,5623,1.422,9.2,1.0,3.6,6.1,1.72
0,2018,Orix Buf,3.95,65,73,.471,3.69,3.93,143,143,141,2,9,37,1292.2,1211,565,530,127,410,27,1029,45,2,27,5429,1.254,8.4,0.9,2.9,7.2,2.51
0,2018,Fukuoka ,4.05,82,60,.577,3.90,4.08,143,143,137,6,19,44,1277.2,1132,579,553,163,539,11,1087,63,2,29,5423,1.308,8.0,1.1,3.8,7.7,2.02
0,2018,Tohoku R,4.08,58,82,.414,3.78,4.07,143,143,133,10,10,26,1289.1,1201,583,541,143,493,36,1115,51,1,50,5482,1.314,8.4,1.0,3.4,7.8,2.26
0,2018,Hokkaido,4.10,74,66,.529,3.77,4.13,143,143,134,9,9,43,1275.2,1242,586,535,121,372,22,987,63,1,37,5405,1.265,8.8,0.9,2.6,7.0,2.65
0,2018,Chiba Lo,4.39,59,81,.421,4.04,4.43,143,143,135,8,7,30,1276.2,1289,628,573,129,453,28,908,30,2,33,5454,1.364,9.1,0.9,3.2,6.4,2.00
0,2018,Saitama ,4.57,88,53,.624,4.24,4.60,143,143,136,7,9,33,1277.1,1230,653,602,148,506,5,959,84,1,44,5515,1.359,8.7,1.0,3.6,6.8,1.90
0,2017,Fukuoka ,3.38,94,49,.657,3.22,3.41,143,143,139,4,21,58,1276.1,1062,483,457,134,451,1,1203,52,2,34,5284,1.185,7.5,0.9,3.2,8.5,2.67
0,2017,Tohoku R,3.69,77,63,.550,3.33,3.71,143,143,130,13,13,41,1280.2,1140,528,474,115,407,6,1144,49,8,46,5341,1.208,8.0,0.8,2.9,8.0,2.81
0,2017,Saitama ,3.92,79,61,.564,3.53,3.97,143,143,133,10,17,29,1269.2,1169,560,498,125,403,7,967,53,4,38,5328,1.238,8.3,0.9,2.9,6.9,2.40
0,2017,Hokkaido,4.17,60,83,.420,3.82,4.23,143,143,137,6,6,31,1266.2,1246,596,537,147,443,13,968,38,7,52,5446,1.333,8.9,1.0,3.1,6.9,2.19
0,2017,Orix Buf,4.18,63,79,.444,3.83,4.22,143,143,130,13,8,35,1275.1,1214,598,543,124,433,8,1015,33,4,38,5393,1.291,8.6,0.9,3.1,7.2,2.34
0,2017,Chiba Lo,4.52,54,87,.383,4.22,4.60,143,143,132,11,5,27,1264.2,1293,647,593,143,486,12,939,48,5,40,5512,1.407,9.2,1.0,3.5,6.7,1.93
0,2016,Hokkaido,3.27,87,53,.621,3.06,3.27,143,143,134,9,16,42,1284.0,1129,467,436,89,455,15,1004,48,4,39,5349,1.234,7.9,0.6,3.2,7.0,2.21
0,2016,Fukuoka ,3.35,83,54,.606,3.09,3.34,143,143,136,7,14,46,1291.0,1114,479,443,126,401,8,1158,44,3,36,5332,1.174,7.8,0.9,2.8,8.1,2.89
0,2016,Chiba Lo,4.07,72,68,.514,3.66,4.06,143,143,131,12,9,36,1289.0,1308,582,524,104,428,16,855,43,5,35,5517,1.347,9.1,0.7,3.0,6.0,2.00
0,2016,Saitama ,4.32,64,76,.457,3.85,4.38,143,143,135,8,8,31,1270.2,1249,618,543,78,524,9,956,76,4,61,5531,1.395,8.8,0.6,3.7,6.8,1.82
0,2016,Orix Buf,4.44,57,83,.407,4.18,4.50,143,143,136,7,10,34,1269.1,1285,635,589,113,521,8,956,35,3,48,5541,1.423,9.1,0.8,3.7,6.8,1.83
0,2016,Tohoku R,4.57,62,78,.443,4.11,4.60,143,143,140,3,8,30,1279.0,1324,654,584,106,452,5,1026,59,5,34,5564,1.389,9.3,0.7,3.2,7.2,2.27
0,2015,Fukuoka ,3.43,90,49,.647,3.16,3.40,143,143,133,10,13,44,1299.1,1137,491,456,113,427,5,1129,51,6,36,5398,1.204,7.9,0.8,3.0,7.8,2.64
0,2015,Orix Buf,3.83,61,80,.433,3.59,3.90,143,143,136,7,12,30,1263.1,1204,548,504,103,476,15,955,50,1,36,5401,1.330,8.6,0.7,3.4,6.8,2.01
0,2015,Chiba Lo,3.94,73,69,.514,3.69,4.01,143,143,138,5,10,41,1264.2,1292,563,519,101,428,6,926,54,1,49,5429,1.360,9.2,0.7,3.0,6.6,2.16
0,2015,Saitama ,4.01,69,69,.500,3.69,4.08,143,143,134,9,14,30,1265.0,1172,573,518,104,487,15,873,70,5,35,5411,1.311,8.3,0.7,3.5,6.2,1.79
0,2015,Hokkaido,4.06,79,62,.560,3.62,4.10,143,143,132,11,15,39,1276.2,1186,581,514,101,471,5,993,58,9,41,5447,1.298,8.4,0.7,3.3,7.0,2.11
0,2015,Tohoku R,4.28,57,83,.407,3.82,4.28,143,143,139,4,8,36,1287.2,1302,612,547,113,456,10,1023,49,2,45,5570,1.365,9.1,0.8,3.2,7.2,2.24
0,2014,Orix Buf,3.25,80,62,.563,2.89,3.26,144,144,134,10,16,41,1294.0,1138,468,415,87,419,6,1127,39,2,46,5368,1.203,7.9,0.6,2.9,7.8,2.69
0,2014,Fukuoka ,3.63,78,60,.565,3.25,3.61,144,144,137,7,9,39,1303.0,1134,522,471,90,469,12,1077,54,7,36,5436,1.230,7.8,0.6,3.2,7.4,2.30
0,2014,Hokkaido,3.95,73,68,.518,3.61,3.97,144,144,136,8,10,33,1288.1,1220,569,517,108,499,20,1000,57,9,46,5530,1.334,8.5,0.8,3.5,7.0,2.00
0,2014,Saitama ,4.17,63,77,.450,3.77,4.19,144,144,135,9,9,32,1288.1,1274,600,540,105,515,19,914,61,6,45,5581,1.389,8.9,0.7,3.6,6.4,1.77
0,2014,Tohoku R,4.19,64,80,.444,3.97,4.28,144,144,133,11,14,24,1271.0,1283,604,561,101,455,15,1005,58,3,49,5486,1.367,9.1,0.7,3.2,7.1,2.21
0,2014,Chiba Lo,4.46,66,76,.465,4.14,4.52,144,144,136,8,8,32,1277.0,1328,642,588,122,444,12,874,57,7,41,5545,1.388,9.4,0.9,3.1,6.2,1.97
0,2013,Orix Buf,3.67,66,73,.475,3.31,3.68,144,144,131,13,12,31,1292.1,1231,529,476,89,436,1,1064,52,4,43,5464,1.290,8.6,0.6,3.0,7.4,2.44
0,2013,Tohoku R,3.73,82,59,.582,3.51,3.77,144,144,131,13,16,36,1281.0,1230,537,500,103,430,6,958,50,4,52,5414,1.296,8.6,0.7,3.0,6.7,2.23
0,2013,Saitama ,3.90,74,66,.529,3.54,3.92,144,144,127,17,12,29,1290.2,1223,562,508,106,419,16,984,65,1,37,5478,1.272,8.5,0.7,2.9,6.9,2.35
0,2013,Fukuoka ,3.90,73,69,.514,3.56,3.93,144,144,138,6,12,26,1286.1,1168,562,509,82,492,0,985,62,7,57,5436,1.290,8.2,0.6,3.4,6.9,2.00
0,2013,Chiba Lo,4.06,74,68,.521,3.77,4.10,144,144,141,3,13,36,1283.0,1317,584,537,96,446,16,899,51,2,34,5564,1.374,9.2,0.7,3.1,6.3,2.02
0,2013,Hokkaido,4.19,64,78,.451,3.74,4.26,144,144,138,6,6,37,1276.1,1284,604,530,89,500,15,824,57,1,42,5549,1.398,9.1,0.6,3.5,5.8,1.65
0,2012,Fukuoka ,2.98,67,65,.508,2.56,3.03,144,144,128,16,19,41,1275.1,1045,429,363,58,423,6,983,49,1,37,5238,1.151,7.4,0.4,3.0,6.9,2.32
0,2012,Hokkaido,3.13,74,59,.556,2.89,3.16,144,144,131,13,16,40,1279.2,1176,450,411,73,382,15,868,31,8,27,5289,1.218,8.3,0.5,2.7,6.1,2.27
0,2012,Tohoku R,3.24,67,67,.500,2.99,3.29,144,144,129,15,14,29,1278.0,1217,467,425,69,346,2,915,60,6,56,5361,1.223,8.6,0.5,2.4,6.4,2.64
0,2012,Chiba Lo,3.49,62,67,.481,3.13,3.55,144,144,131,13,7,31,1272.2,1221,502,443,84,336,17,762,45,10,21,5340,1.223,8.6,0.6,2.4,5.4,2.27
0,2012,Saitama ,3.60,72,63,.533,3.24,3.66,144,144,135,9,10,42,1274.2,1244,518,459,79,396,16,816,64,4,47,5415,1.287,8.8,0.6,2.8,5.8,2.06
0,2012,Orix Buf,3.65,57,77,.425,3.34,3.70,144,144,133,11,12,28,1278.0,1266,525,474,70,388,11,887,47,5,46,5417,1.294,8.9,0.5,2.7,6.2,2.29
0,2011,Fukuoka ,2.44,88,46,.657,2.32,2.46,144,144,123,21,29,43,1286.2,987,351,331,67,312,7,1067,58,1,31,5111,1.010,6.9,0.5,2.2,7.5,3.42
0,2011,Hokkaido,2.90,72,65,.526,2.68,2.95,144,144,128,16,24,37,1273.2,1164,418,379,57,323,15,918,62,4,31,5258,1.167,8.2,0.4,2.3,6.5,2.84
0,2011,Tohoku R,3.22,66,71,.482,2.85,3.28,144,144,121,23,16,28,1273.1,1179,464,403,79,330,5,982,54,1,36,5281,1.185,8.3,0.6,2.3,6.9,2.98
0,2011,Orix Buf,3.60,69,68,.504,3.33,3.65,144,144,128,16,16,37,1277.0,1194,518,472,75,369,9,1018,61,10,44,5356,1.224,8.4,0.5,2.6,7.2,2.76
0,2011,Saitama ,3.63,68,67,.504,3.15,3.67,144,144,126,18,10,31,1281.1,1233,522,449,81,334,11,860,74,4,33,5352,1.223,8.7,0.6,2.3,6.0,2.57
0,2011,Chiba Lo,3.70,54,79,.406,3.40,3.77,144,144,131,13,13,32,1272.1,1272,533,480,76,317,5,832,41,6,26,5351,1.249,9.0,0.5,2.2,5.9,2.62
0,2010,Hokkaido,3.81,74,67,.525,3.52,3.83,144,144,129,15,13,27,1286.1,1259,548,503,121,382,13,943,53,2,37,5397,1.276,8.8,0.8,2.7,6.6,2.47
0,2010,Fukuoka ,4.27,76,63,.547,3.89,4.28,144,144,138,6,16,34,1294.1,1221,615,559,99,488,9,1244,58,3,50,5551,1.320,8.5,0.7,3.4,8.7,2.55
0,2010,Orix Buf,4.36,69,71,.493,3.97,4.41,144,144,127,17,8,25,1280.2,1328,628,565,110,420,9,1077,59,5,50,5538,1.365,9.3,0.8,3.0,7.6,2.56
0,2010,Tohoku R,4.41,62,79,.440,3.98,4.47,144,144,126,18,7,26,1279.0,1331,635,565,129,430,17,962,57,1,34,5545,1.377,9.4,0.9,3.0,6.8,2.24
0,2010,Chiba Lo,4.41,75,67,.528,4.10,4.43,144,144,128,16,12,31,1288.2,1307,635,587,123,462,5,989,64,3,47,5595,1.373,9.1,0.9,3.2,6.9,2.14
0,2010,Saitama ,4.46,78,65,.545,4.19,4.52,144,144,131,13,10,35,1277.1,1357,642,594,131,396,12,927,56,3,51,5523,1.372,9.6,0.9,2.8,6.5,2.34
0,2009,Hokkaido,3.82,82,60,.577,3.65,3.84,144,144,127,17,9,34,1288.1,1229,550,523,127,443,23,928,53,6,32,5434,1.298,8.6,0.9,3.1,6.5,2.09
0,2009,Fukuoka ,4.10,74,65,.532,3.69,4.13,144,144,133,11,8,30,1288.0,1207,591,528,132,447,6,1174,48,4,47,5438,1.284,8.4,0.9,3.1,8.2,2.63
0,2009,Tohoku R,4.23,77,66,.538,4.01,4.25,144,144,125,19,12,30,1289.2,1313,609,575,127,444,25,980,73,4,43,5558,1.362,9.2,0.9,3.1,6.8,2.21
0,2009,Saitama ,4.35,70,70,.500,4.01,4.32,144,144,125,19,9,28,1307.0,1299,627,582,133,524,26,987,60,3,51,5671,1.395,8.9,0.9,3.6,6.8,1.88
0,2009,Chiba Lo,4.44,62,77,.446,4.23,4.47,144,144,122,22,3,26,1286.0,1370,639,604,127,374,29,976,63,1,32,5543,1.356,9.6,0.9,2.6,6.8,2.61
0,2009,Orix Buf,4.97,56,86,.394,4.58,5.04,144,144,126,18,9,18,1278.0,1358,715,650,140,436,11,979,55,0,39,5526,1.404,9.6,1.0,3.1,6.9,2.25
0,2008,Nippon H,3.76,73,69,.514,3.54,3.81,144,144,130,14,13,36,1277.1,1196,541,503,147,395,11,882,51,14,37,5359,1.246,8.4,1.0,2.8,6.2,2.23
0,2008,Orix Buf,4.20,75,68,.524,3.93,4.25,144,144,137,7,3,34,1281.1,1320,605,560,130,329,14,923,58,3,22,5437,1.287,9.3,0.9,2.3,6.5,2.81
0,2008,Tohoku R,4.22,65,76,.461,3.89,4.26,144,144,128,16,11,18,1281.0,1283,607,553,104,456,20,1064,64,3,54,5540,1.358,9.0,0.7,3.2,7.5,2.33
0,2008,Saitama ,4.35,76,64,.543,3.86,4.34,144,144,131,13,9,33,1297.0,1324,626,556,114,449,18,944,68,0,56,5615,1.367,9.2,0.8,3.1,6.6,2.10
0,2008,Fukuoka ,4.45,64,77,.454,4.05,4.45,144,144,123,21,6,27,1295.2,1295,641,583,128,420,19,1087,54,8,51,5550,1.324,9.0,0.9,2.9,7.6,2.59
0,2008,Chiba Lo,4.50,73,70,.510,4.14,4.57,144,144,127,17,6,33,1277.0,1326,648,588,114,363,28,915,47,1,34,5481,1.323,9.3,0.8,2.6,6.4,2.52
0,2007,Nippon H,3.40,79,60,.568,3.22,3.42,144,144,125,19,16,37,1287.2,1132,489,461,122,353,11,889,61,9,36,5275,1.153,7.9,0.9,2.5,6.2,2.52
0,2007,Fukuoka ,3.53,73,66,.525,3.18,3.54,144,144,134,10,13,42,1292.1,1162,508,457,100,421,26,1066,66,6,56,5410,1.225,8.1,0.7,2.9,7.4,2.53
0,2007,Chiba Lo,3.65,76,61,.555,3.26,3.64,144,144,119,25,12,33,1297.2,1318,525,470,95,265,24,872,51,1,24,5425,1.220,9.1,0.7,1.8,6.0,3.29
0,2007,Orix Buf,4.06,62,77,.446,3.67,4.10,144,144,137,7,7,36,1285.2,1342,585,524,105,331,26,916,50,6,35,5448,1.301,9.4,0.7,2.3,6.4,2.77
0,2007,Seibu Li,4.06,66,76,.465,3.82,4.16,144,144,130,14,7,33,1266.2,1255,585,538,114,411,13,889,63,4,37,5410,1.315,8.9,0.8,2.9,6.3,2.16
0,2007,Tohoku R,4.69,67,75,.472,4.31,4.78,144,144,137,7,6,35,1272.1,1368,676,609,119,465,18,1019,75,9,46,5590,1.441,9.7,0.8,3.3,7.2,2.19
0,2006,Nippon H,3.32,82,54,.603,3.05,3.33,136,136,124,12,16,48,1220.1,1144,452,414,95,382,20,818,43,6,31,5087,1.250,8.4,0.7,2.8,6.0,2.14
0,2006,Fukuoka ,3.47,75,56,.573,3.13,3.48,136,136,115,21,15,31,1220.2,1139,472,424,95,352,26,1029,45,3,32,5082,1.221,8.4,0.7,2.6,7.6,2.92
0,2006,Seibu Li,4.09,80,54,.597,3.64,4.09,136,136,109,27,5,31,1223.0,1177,556,495,135,384,12,1004,53,4,39,5185,1.276,8.7,1.0,2.8,7.4,2.61
0,2006,Chiba Lo,4.13,65,70,.481,3.78,4.19,136,136,117,19,10,37,1208.1,1214,562,507,98,313,22,929,58,2,25,5104,1.264,9.0,0.7,2.3,6.9,2.97
0,2006,Orix Buf,4.19,52,81,.391,3.84,4.25,136,136,118,18,12,24,1206.0,1226,570,514,115,405,20,723,52,6,37,5159,1.352,9.1,0.9,3.0,5.4,1.79
0,2006,Tohoku R,4.79,47,85,.356,4.31,4.83,136,136,124,12,7,26,1213.2,1315,651,581,125,437,21,862,63,8,53,5360,1.444,9.8,0.9,3.2,6.4,1.97
0,2005,Chiba Lo,3.52,84,49,.632,3.21,3.50,136,136,108,28,12,33,1231.0,1162,479,439,131,283,14,826,44,1,29,5044,1.174,8.5,1.0,2.1,6.0,2.92
0,2005,Fukuoka ,3.71,89,45,.664,3.46,3.71,136,136,114,22,14,42,1222.1,1133,504,470,107,380,20,1062,63,2,28,5122,1.238,8.3,0.8,2.8,7.8,2.79
0,2005,Orix Buf,4.32,62,70,.470,3.84,4.35,136,136,127,9,11,31,1213.2,1231,587,518,136,357,11,855,54,1,35,5134,1.308,9.1,1.0,2.6,6.3,2.40
0,2005,Nippon H,4.46,62,71,.466,3.98,4.46,136,136,127,9,10,18,1222.0,1302,606,540,136,467,16,787,47,5,41,5302,1.448,9.6,1.0,3.4,5.8,1.69
0,2005,Seibu Li,4.68,67,69,.493,4.27,4.76,136,136,114,22,12,26,1202.1,1233,636,571,147,377,7,1020,65,2,35,5206,1.339,9.2,1.1,2.8,7.6,2.71
0,2005,Tohoku R,5.97,38,97,.281,5.67,6.14,136,136,118,18,2,13,1190.1,1447,812,750,153,451,29,771,60,7,59,5423,1.595,10.9,1.2,3.4,5.8,1.71
0,2004,Osaka Ki,4.78,61,70,.466,4.46,4.79,133,133,115,18,6,19,1196.0,1304,636,593,144,428,19,832,63,6,30,5218,1.448,9.8,1.1,3.2,6.3,1.94
0,2004,Chiba Lo,4.83,65,65,.500,4.40,4.79,133,133,122,11,6,22,1205.2,1272,642,589,153,433,35,878,56,3,28,5238,1.414,9.5,1.1,3.2,6.6,2.03
0,2004,Fukuoka ,4.89,77,52,.597,4.58,4.90,133,133,114,19,7,35,1196.0,1231,651,608,146,454,17,923,67,4,38,5216,1.409,9.3,1.1,3.4,6.9,2.03
0,2004,Seibu Li,4.93,74,58,.561,4.29,4.91,133,133,117,15,11,19,1203.0,1213,656,573,137,539,18,965,59,4,47,5351,1.456,9.1,1.0,4.0,7.2,1.79
0,2004,Nippon H,5.24,66,65,.504,4.72,5.30,133,133,130,3,2,33,1183.1,1277,697,621,159,487,15,843,54,4,42,5268,1.491,9.7,1.2,3.7,6.4,1.73
0,2004,Orix Blu,6.07,49,82,.374,5.66,6.17,133,133,124,9,1,19,1177.0,1387,807,740,181,516,27,805,82,2,42,5374,1.617,10.6,1.4,3.9,6.2,1.56
0,2003,Fukuoka ,4.20,82,55,.599,3.94,4.18,140,140,114,26,9,27,1265.0,1228,588,554,140,471,27,1126,55,3,27,5402,1.343,8.7,1.0,3.4,8.0,2.39
0,2003,Osaka Ki,4.51,74,64,.536,4.30,4.57,140,140,122,18,3,20,1244.0,1289,632,594,157,456,28,965,50,6,30,5350,1.403,9.3,1.1,3.3,7.0,2.12
0,2003,Seibu Li,4.71,77,61,.558,4.43,4.73,140,140,127,13,10,42,1256.2,1299,660,618,164,488,16,1026,57,4,38,5499,1.422,9.3,1.2,3.5,7.3,2.10
0,2003,Chiba Lo,4.75,68,69,.496,4.37,4.79,140,140,121,19,7,35,1249.1,1288,665,607,144,395,12,849,47,1,37,5350,1.347,9.3,1.0,2.8,6.1,2.15
0,2003,Nippon H,5.27,62,74,.456,4.88,5.32,140,140,134,6,5,24,1249.1,1355,738,677,188,493,18,734,47,1,44,5484,1.479,9.8,1.4,3.6,5.3,1.49
0,2003,Orix Blu,6.62,48,88,.353,5.95,6.73,140,140,135,5,5,22,1239.2,1534,927,819,207,542,28,892,54,4,47,5747,1.675,11.1,1.5,3.9,6.5,1.65
0,2002,Seibu Li,3.51,90,49,.647,3.20,3.53,140,140,126,14,16,40,1255.2,1115,492,447,130,328,21,1074,44,4,33,5185,1.149,8.0,0.9,2.4,7.7,3.27
0,2002,Orix Blu,3.91,50,87,.365,3.58,3.94,140,140,130,10,18,29,1249.0,1195,547,497,137,413,38,929,55,4,22,5309,1.287,8.6,1.0,3.0,6.7,2.25
0,2002,Chiba Lo,4.04,67,72,.482,3.72,4.13,140,140,127,13,12,39,1231.1,1220,565,509,151,344,19,930,52,5,38,5193,1.270,8.9,1.1,2.5,6.8,2.70
0,2002,Nippon H,4.07,61,76,.445,3.86,4.14,140,140,122,18,9,28,1239.1,1164,570,531,163,421,15,921,57,7,44,5234,1.279,8.5,1.2,3.1,6.7,2.19
0,2002,Fukuoka ,4.13,73,65,.529,3.86,4.19,140,140,123,17,6,35,1241.2,1217,578,532,149,386,38,902,61,6,34,5265,1.291,8.8,1.1,2.8,6.5,2.34
0,2002,Osaka Ki,4.23,73,65,.529,3.93,4.24,140,140,131,9,9,41,1255.2,1252,592,549,139,376,34,1004,67,7,34,5372,1.297,9.0,1.0,2.7,7.2,2.67
0,2001,Seibu Li,4.17,73,67,.521,3.88,4.22,140,140,124,16,13,30,1245.2,1156,584,537,135,538,15,1011,41,6,45,5359,1.360,8.4,1.0,3.9,7.3,1.88
0,2001,Chiba Lo,4.34,64,74,.464,3.93,4.41,140,140,123,17,7,33,1241.2,1195,608,542,145,494,14,816,38,8,33,5342,1.360,8.7,1.1,3.6,5.9,1.65
0,2001,Orix Blu,4.53,70,66,.515,4.11,4.53,140,140,129,11,9,27,1260.0,1220,634,576,173,506,13,980,35,2,29,5417,1.370,8.7,1.2,3.6,7.0,1.94
0,2001,Fukuoka ,4.89,76,63,.547,4.49,4.92,140,140,125,15,7,36,1252.1,1392,684,625,167,485,28,760,42,7,34,5536,1.499,10.0,1.2,3.5,5.5,1.57
0,2001,Nippon H,5.09,53,84,.387,4.79,5.13,140,140,125,15,8,24,1252.0,1247,713,667,219,581,15,923,53,4,43,5503,1.460,9.0,1.6,4.2,6.6,1.59
0,2001,Osaka Ki,5.32,78,60,.565,4.98,5.37,140,140,128,12,3,38,1249.0,1303,745,691,182,537,21,860,53,3,47,5535,1.473,9.4,1.3,3.9,6.2,1.60
0,2000,Seibu Li,4.24,69,61,.531,3.68,4.23,135,135,121,14,16,27,1215.2,1136,572,497,108,491,27,909,29,6,24,5201,1.338,8.4,0.8,3.6,6.7,1.85
0,2000,Fukuoka ,4.33,73,60,.549,4.03,4.38,135,135,123,12,11,37,1199.0,1143,584,537,117,464,31,792,31,5,47,5137,1.340,8.6,0.9,3.5,5.9,1.71
0,2000,Nippon H,4.92,69,65,.515,4.70,5.01,135,135,109,26,5,24,1193.1,1205,664,623,140,551,14,793,47,7,33,5250,1.472,9.1,1.1,4.2,6.0,1.44
0,2000,Orix Blu,4.98,64,67,.489,4.64,5.07,135,135,112,23,8,20,1192.2,1226,672,615,144,514,10,806,34,10,41,5241,1.459,9.3,1.1,3.9,6.1,1.57
0,2000,Osaka Ki,5.09,58,75,.436,4.66,5.19,135,135,115,20,8,26,1190.1,1190,687,616,123,609,25,808,48,6,40,5326,1.511,9.0,0.9,4.6,6.1,1.33
0,2000,Chiba Lo,5.24,62,67,.481,4.73,5.31,135,135,123,12,6,30,1200.2,1272,708,631,121,540,16,797,38,1,57,5332,1.509,9.5,0.9,4.0,6.0,1.48
0,1999,Seibu Li,3.80,75,59,.560,3.58,3.81,135,135,113,22,17,38,1213.1,1098,513,482,110,423,27,976,41,12,28,5101,1.254,8.1,0.8,3.1,7.2,2.31
0,1999,Chiba Lo,3.99,63,70,.474,3.64,4.04,135,135,117,18,11,30,1197.2,1118,538,485,130,432,16,851,31,13,43,5057,1.294,8.4,1.0,3.2,6.4,1.97
0,1999,Fukuoka ,4.10,78,54,.591,3.65,4.08,135,135,119,16,12,36,1220.0,1173,553,495,104,431,28,878,31,11,36,5168,1.315,8.7,0.8,3.2,6.5,2.04
0,1999,Orix Blu,4.27,68,65,.511,3.64,4.31,135,135,114,21,8,22,1205.0,1143,577,487,108,510,20,782,38,7,29,5186,1.372,8.5,0.8,3.8,5.8,1.53
0,1999,Nippon H,4.63,60,73,.451,4.34,4.70,135,135,115,20,8,28,1197.0,1228,625,577,151,499,20,761,46,7,35,5241,1.443,9.2,1.1,3.8,5.7,1.53
0,1999,Osaka Ki,4.90,54,77,.412,4.54,4.95,135,135,123,12,6,23,1202.2,1238,662,607,134,592,24,762,61,9,43,5339,1.522,9.3,1.0,4.4,5.7,1.29
0,1998,Seibu Li,4.14,70,61,.534,3.66,4.14,135,135,119,16,12,25,1214.1,1163,559,494,127,444,22,903,40,18,38,5172,1.323,8.6,0.9,3.3,6.7,2.03
0,1998,Chiba Lo,4.17,61,71,.462,3.70,4.20,135,135,106,29,10,22,1207.0,1225,563,496,118,448,20,750,32,14,47,5171,1.386,9.1,0.9,3.3,5.6,1.67
0,1998,Nippon H,4.23,67,65,.508,3.83,4.29,135,135,107,28,10,22,1198.2,1160,571,510,130,462,23,703,49,12,28,5161,1.353,8.7,1.0,3.5,5.3,1.52
0,1998,Fukuoka ,4.41,67,67,.500,4.02,4.52,135,135,121,14,5,39,1187.0,1192,596,530,113,511,27,719,32,17,43,5151,1.435,9.0,0.9,3.9,5.5,1.41
0,1998,Orix Blu,4.51,66,66,.500,4.03,4.56,135,135,125,10,10,36,1201.1,1202,609,538,116,539,27,824,38,13,43,5244,1.449,9.0,0.9,4.0,6.2,1.53
0,1998,Osaka Ki,4.66,66,67,.496,4.28,4.71,135,135,119,16,10,36,1202.1,1220,629,572,129,555,34,760,57,11,41,5279,1.476,9.1,1.0,4.2,5.7,1.37
0,1997,Orix Blu,4.03,71,61,.538,3.61,4.06,135,135,124,11,9,32,1206.2,1172,544,484,120,447,12,788,39,1,36,5144,1.342,8.7,0.9,3.3,5.9,1.76
0,1997,Seibu Li,4.10,76,56,.576,3.63,4.12,135,135,111,24,9,26,1210.0,1203,554,488,110,471,23,892,38,2,27,5198,1.383,8.9,0.8,3.5,6.6,1.89
0,1997,Osaka Ki,4.25,68,63,.519,3.79,4.25,135,135,122,13,11,35,1215.1,1211,574,512,92,574,26,871,46,4,40,5317,1.469,9.0,0.7,4.3,6.5,1.52
0,1997,Chiba Lo,4.33,57,76,.429,3.84,4.38,135,135,114,21,6,30,1200.0,1174,584,512,116,427,21,817,22,6,52,5105,1.334,8.8,0.9,3.2,6.1,1.91
0,1997,Nippon H,4.44,63,71,.470,4.18,4.47,135,135,119,16,5,23,1207.2,1223,600,561,127,486,33,682,67,2,56,5234,1.415,9.1,0.9,3.6,5.1,1.40
0,1997,Fukuoka ,4.52,63,71,.470,4.26,4.55,135,135,121,14,8,35,1205.1,1278,610,570,103,433,27,861,31,2,48,5235,1.420,9.5,0.8,3.2,6.4,1.99
